sentiment,text
1,worked a whole 8 hour shift. hoo rah! lol going to bed. 
1,"I'm sorry yr card didn't work at the cafe. But you have cash, so there is no need to push in front of me to prove your liquidity. kthxbai "
1,"Can't believe how fast today is flying by . . . . its 4pm already!  Geez, I've had no time to tweet today "
0,Where my people at....I need someone to talk to 
0,Wish I had an iMac 
1,@KatieMcCullough  Yip! 
0,@smbodyoranother Yeah I get that. 
0,@missgadgetuk But it pays the bills 
1,"@jusap 2.5. I didn't like it. Maybe I will if I watch it again. But the latter part was good, that was my favourite "
1,"home safe, about to watch a movie. Love my friends. Recording tomorrow... well, today. "
1,Watchin' SNL with my kiddo 
1,"@kaliluna71 Wahoo! You're here   I'll appologize now, I tweet alot. And sometimes I speak four-letter French."
1,@girl_from_oz Thanks for the follow 
1,looking forward to the long weekend with my family  
1,@jarvie that's why you get the big bucks 
1,"@librarykris yeah, don't usually do cut out biscuits. Will have to fudge cookie cutter. Espresso cups are about the right size, eh? "
1,Looks delicious  - [Re:] http://mobypicture.com/?hv2i37
1,should be making dinner ... but aint 
1,@TimeTruthHearts hahah yes thank goodness for money. next paycheck = disneyland year pass! im SO stoked. 
1,"@the_heat_love i wish, i think could be the most uninteresting person ever lol! im prolly just gonna have to lie "
0,"@24lbsofBoost Haha, yeah i know what you mean. I get so distracted all the time "
1,@WM_Alfred_Rose technically tweeting is writing... So you got some writing accomplished.. Lol 
1,@PerezHilton Australia is adopting P!NK.... We love her!!!  
0,Dam rain prevents me from going joggin... dammit 
0,@selenagomez awts. :l i wanna see the movie.  too bad i'm from philippines.
1,@mymanjon That's a lot of ribbons. Good luck! Hope the camp goes well. 
1,"@FayeNottage haha  are you gonna get tickets? if i dont get mine, the only answer is sucide! xoxo"
1,"@JennyPurr you too lovely! I had a great workshop, @stratejoy is awesome  good luck on your stat final LOL let's get together this summer!"
0,My tummy hurts 
0,@tommcfly  I'm sad just to think that in a few days you'll be so far away to me again  and i know you'll never answer me.
0,@tobymoody I can't believe you two missed the best MotoGP race of the season so far 
0,@Wardere aw thats awful  i hope shes okay.
0,@vickytcobra http://twitpic.com/6cjpo - I can't see it either. 
0,Internet is down @work again......yep its gonna be a long day  http://bit.ly/17nfZd
1,@endlessblush @downesy is a good follow--smarter than the average bear 
0,Does anyone know why all of a sudden I would not be able to open a link by clicking on it?  
0,@corvida @twitter I'm having a problem with followers not being added too... 
1,@IrvdaRealdeal: I will press that ignore button 
1,@Deletrix finished your interview  Sent it to your notes
0,@p1co I'm going to a friends grad party Saturday.. and I'm working Friday. Lots of studying Sunday 
0,"@Drifter0658 @vbright  Ewwww...me bald, not pretty pic.  LOL  Now I have it fixed in IE but not in FF which means it's really just wrong. "
0,@charlestrippy never mind i failed  i did not hold the camera to the side long enough for it to switch to wide screen ha
1,ps. so happy about a new phone this week  xo sweetdreams!
1,good morning 
0,"Lying in bed after another boring day at school, listening to workmen "
1,@hwy61revisited I know it will be better than the Flood of 2008 
1,@paige_dula mornin happy monday 
0,"My stomach is killing me. I'm in and out of the damn bathroom right now. Somebody put a bullet in my head, please? "
0,"@whitespider1066 bummer, don't know if my iPhone will last til then. it's definitely on its last legs "
1,@zhayrar whoa rad ! coffee makes me stay up all night 
0,typing race : only 63wpm 
0,So sad that its THE HILLS finale tonight! It won't be the same with out Lauren! What am I supposed to do every monday night now 
0,@TherealErPerry aww im sorry  you should try to go theres still tickets left 
1,Good Morning Czech Republic now It's 5:17 AM  and I'm so very tired 
0,last day @ disney  headed 2 typhoon lagoon w/ family
0,@missvanessaxo mall! I miss shopping with you! Dude someone stole all the saks dresses I got with you! 
0,"Ugh, neighbors are having a super loud party. WHY do i have to live in glendale? "
1,@RescueAnimals thanks for last week's #FollowFriday mention 
1,Beat brickbreaker on my blackberry today! No small achievment I might add 
0,@stutwitdous pliz to help me make green userpic 
0,I'm cold  bout to wake lil boy up and feed him
1,good afternoon lolll  its very sunny outside.. i already told yall where ill be
1,OMG this is the best ever!!! look at Beyonce aww  http://tinyurl.com/dylwe6
1,@backstreetboys yay!! 16 years!! Happy backstreet aniversary    we will always be here 4 u! MEXICO KTBSPA!!!!
1,"Back from farmers market @ Lonsdale Quay. Got chorizo, zebra tomatoes, pea sprouts. Now relaxing in sun w iced latte till phillygoat rtns "
0,@marisa_rachel aww why are you scared? 
1,@NINASKY That's wussup! Much respect for leading by example 
0,@Smarttart410 aww!  poor Blue. Why does he have the collar on?
1,@jeffreecuntstar omgg same hereee he's a sexy mother fuckerrrr!!  you have good taste.
0,My man just ditched tha bbq to go fishin.. 
1,@veronica78 good luck on ur law test!  go study now!
1,@lowridergrl seeing it before I go to camp on the 25th! Lol! Ok night... Really going now!  ttyl
1,@MTcoffinz hey thnx for the follow  whts ur website url?
1,"@Mel_Diesel Um, you know how they handled that in the show FRIENDS?    Seriously though, meat tenderizer helps.  So does vinegar."
0,@aguilo damn near every1... Its not fair I say! 
0,Trying to read for the exams!! 
1,@booshtukka Stuck in the office here but such a lovely day out side 
1,p.s. i dont blame you. he is amazing  @iamjonathancook haha catch that.
0,this drawing is taking so much out of me! feels like i'm getting nowhere fast 
0,@yazpistachio Not even me? 
0,@TweetDeck so the @ replies fix - was that only for tweetdeck? i still can't view &quot;in reply to&quot; for other tweet sources. 
1,"@gr8tlyfe looks good, may give it a try and review it "
1,@chazzdaddy  you are so right....I'm so glad He lives within me!  Hope you and @stayathomemom has a GREAT COLD day! 
0,Night again  trying not to remember
1,@normacd obviously norm.... off to the big (little) city of Barcelona today for lunch with folks....  xx
0,watching the rain fall 
0,"Today was definitely tiring! First school, then the gym, English at the institute, and then visiting grandpa in the hospital.  "
1,@CelesteChong You're not dying...just need a healthier lifestyle...can start by cutting down on junk food 
1,"I found The Office XXX Parody dvd on my store's website, 49.99 ?! What? My manager said she was getting a few copies for the store asap. "
0,hates staying up really late and sleeping in because than the day goes to waste and i usually end up with a migraine...  i had fun though!
0,@damarisens I just got back too....I hit a skunk with my car 
0,"@br26 lame, that just means no Ness for HOW "
1,@BrodyJenner it was ok... Don't have high expectations 
0,@claudidadi idk how long. I don't have very many cute things left tho.  so sad watching dresses I've worn once sell for $3. Haha
0,@MyDogAteLA I'm sorry to hear about what's been happening.  But did Star Trek help any?
0,Working on tommy's car. He pinched my finger  oww
0,@Prestwickuk John is hard to get ahold of 
1,@beckylaughs They can be awful. But not me right? 
0,@Tarale any recommendations? I've got eztv only 
1,m eating mango.. i just love them n now since i m so bored of everything + connecton is so slow today .. i will take rest .. bye  c ya
0,Oh god it is torture. 
1,"Just been out to lunch with mum, dad and Matt. Was very nice, had a tuna Mayo jacket potato (Y) yummmyyyy "
1,@casual_intruder well said...please take him off my hands..i can't cope !!!! Set that fox on him 
0,"anyway, had heappppppssssssss of fun, went and saw land of the lost, extremely funny but had no story line  LOVEDDDDDDD seeing her"
1,crazy day...got some saddle shoes   watched and played w/ my niece all day  took lots of photographs   ...good day...
0,cleaning the house  blahhh
0,what happend to harpers island.. i liked that show 
1,Getting ready for bed after hanging out with chris and Daurissa 
1,Oooh I got a shout out thank you 
1,Just got done with a ton of homework omg ahhh LOL we'll goodnight twitter world hope everyone had. Fantastic Monday and a great Tuesday!! 
1,3 exhausted girls trying to set up a tent is going to be innnteresting 
1,"@solstyce My current OCD re: Rubikian(?) math, algorithms, and solutions? Your fault. *hugs* "
1,"packed out with amazing presents, I love you mummm  heading to the druitt now I need a wallet!"
0,uhm really way too tired right now. ugh its only wednesday.... 
0,"one week ago I was trying to kill the hours left to see Oasis, now.. i only got memories  but good ones, the best ones. "
1,Yeeees my phoones working 
1,@SongzYuuup umm I need you to make a special trip back down to the 757 in 2 weeks pleaaaaaaaase 
0,@therealTiffany fan of sleeping then ?  how's sonny with a chance coming along in the US it hasn't started in the UK yet 
0,just drank coffee and not happy about it 
0,@TwistedMacSista Yeah...I'm not in it 
0,Gettin` hella iRRitated...been tryna go to sleep for sooo many hours now this is not it 
1,@prendalotutto Thanks  i love watching little kids learn... it is amazing  what is your dream career
0,Ugh. Had to help sister with cakes and now I have to clean... It may just be a partial update. 
1,"@lizajane894 Had an AMAZING time! Taylor rked n needed 2 B longer  I got really tired durin Keith for some reason, but still had a blast!"
0,"@crystalyn49 Yep, got back late Thursday night! Slept in today to try to recover fromhorrible jet lag!!! I miss vacation "
0, traffic jam!
1,Yup. Not gna work?    TaShA   
1,@e_diva as always  coffee? cookies?
1,@anarmnetwork depends on how many people want it.. if 5 people so 2gb each.. the lesser the bigger.. but no warez/mp3.blog is ok 
1,stuffed to the top of my head with home cooking. i sure am glad to be back for the summer! 
1,Play's opened. Lovely enthusiastic Otago audiences. Very cool cast. Show is a little more mythic &amp; a lot more glam rock than I realised. 
1,@pinpoint_uk I'm getting excited for Silverstein &lt;3   and TBO obvz  (pinpoint live &gt; http://ustre.am/2wLS)
0,I feel homesick.. even though this is my home now. I miss my friends and I just need to be with them 
1,#iremember CD Players. 
1,@AmieHood Thank you!  
1,Two thumbs up   Pokemon Soul Silver http://webfl.at/mpdqy9
0, my eva got hit by a drunk driver 
0,"@Vinnie_Killgasm ARE YOU EXCITED!!! IM EXCITED!! Not really, cause I'm not coming "
1,@RonBlanco no booze please.  just yummy food.
1,off for some shopping. I  think i will stop eating meat too. sounds interesting  tweet you all later
0,*website down* 
1,@Dannymcfly HAAAAAAAA BRAZIL LOVES YOU TOO! 
0,Doing a spanish test 
1,going to work for a few and then hanging with tra and the trannies at the pride parade 
1,"@floppyarms Why don't I you mean.. Yeah, only just thought of that, always forget! "
1,"@sleepycatt I'm looking forward to starting them  I'll try out the CD in a bit (when I can open my drive, this counter is swamped!) "
0,"bye pampanga....it's monday once again, back to work, back to ayala and it's rainning....i still want to sleep "
1,@KATaylor007 according to @jonathanrknight the guys may be naked this summer and &quot;flopping&quot; around the stage causing us to lose an eye... 
0,Well that is just so crappy... Arkansas is going to omaha 
1,"@joshuwaa haha, aww! i love their dvds  all I have is greatest hits and wonderland, but still xD"
0,Afraid this work week might be really painfull!! 
0,"@Lizzo13 and now we're both up way too late.  I have to work at 9   Oh well, I can nap tomorrow night after work."
1,Trying to wake up  It's the last day of the TwinHappy Carnival so I gotta be on my toes!  http://bit.ly/Q00At
1,Just got done with school. Passed all my 5 tests. Have to do the next 5 for English &amp; I'm done  except the 2 for civics.
0,Took a benadryl to help me sleep earlier...big mistake. Now COFFEE can't wake me up. Should have known better 
0,still praying for the same old birthday wish. 
1,@maikeblahblah Thank you! 
0,@PowerAd fifoooooooooooooo come back 
0,i wanted a HD 
0,@reginaeve we should!! i can't stop laughing.. @krday is so mean to me though 
1,Because i needed to post atleast 1 before replying  http://tinyurl.com/lk44wr
1,I almost went on a cruise in Jan. but there was a change of plans. That's one thing I always wanted 2 do &amp; G o on a hot air balloon ride! 
0,i have to straighten up my room .... i don't wanna 
1,"@MusicalityMan LOL I would never turn to religion, no matter how much vino collapso I'd had! "
1,"Finally home, my mom made the most delicious dinner ever "
1,@lastyleunveiled - thanks for the follow friday!  you put me in such great company...LOVE all those girls!  and shutters  
1,"@teammummy I THINK I see you, but there's a lot of madness in the way.  Oh!  There you are!  "
0,where is my dad? he went to help a friend down the street get out of the flood. its been 40 minutes... 
1,": The kids' new interests include The Suite Life, Jimmy Neutron, Sonic and playing with daddy. "
1,"Testing out custom made Twitter backgrounds.  Just updated this one, with a draft, of course "
1,my room has been turned upside down due to packing/cleaning and the kitchen is looking lush! cleaning to the TRV$/DJAM mixtape is a win! 
1,"@JoeyBGoode  No worries then.  In the US, the bee population has been 'disappearing'. Odd. Maybe they emigrated to Oz (for the 'waters')."
1,Everyone loved my tatto! yeahhhh!! 
0,packing up the uhal. 
1,@FalconsJMoore Hardware looks familiar! 
1,"And I love you for giving me your eyes, for staying back and watching me shine "
0,Also work...for another 4h and half 
1,Goodnight twitters  tomorrows friday for me. Yay for three day weekends.
1,@Boddingtons its a trending topic 
1,@rebelsher It's so great when they have &quot;their&quot; first pet. Charlotte is 3.5 yr old and she was so happy to see Bubbles this morning 
0,"god, it's just so much shit at the end of this movie. (i don't mean the quality.) "
1,Can anyone make me a quick intro in iMovie? I will give you 5 promo codes! @Bconnors93 if you can!! Thanks 
0,"@neszlifeasmcrmy haha i want to give a big hug to bob too! XD no, i cant sleep  wbu?"
1,@the_4th_floor Do you know when the Prodigy are playing today? Thanks 
0,@BeachBand I am very sorry but recovering the settings or recorded programs is not an option... 
0,"Hello Twitter friends, Please pray for my cousin, found out she was raped   she's gonna need a lot of prayer."
1,@theAmberyOne AH! It's a dream come true!  I could tell as soon as I woke up; I had 38 e-mails appear since midnight last night! Thank ...
0,"TV remote has officially gone MIA, have to get up to turn off TV     Why is there not a 'TV remote' pager button on TV's???"
0,so bored ri now 
1,@Geelong_FC How much we gonna beat the bombers by?? I'm thinking 6 goals.. No chappy and great to see Nathan Djerrkura get his first game 
0,"Re-pinging @homicidepiinks: @D0peNerd lol, oh god no. stupid migrane  lol i was jus messin with u ??lol"
0,Reallyy wantss to see ne-yo and jeri hilsonnnnn 
1,says good Monday morning!  Done with breakfast with @LaTtEX and CJ. Will now work. (gym) http://plurk.com/p/z6wjd
0,@kgleninrainbows for future reference: matts phone has been stolen 
1,@MKEnetwurx will share in my next blog post. Watch for it 
0,here comes the cramps. oh goodness! 
1,@KingOfAnkh Lol I concede! Your childhood was tougher 
1,@Demara just woke up... bring me my food woman! 
0,Watching Arashi &gt; Research Methods B report writing 
1,"@JimHolmes Gee, thanks! "
0,No responses  oh well. Think I'll have lunch now (Y) ~x
0,@Sharpeshots Yes I  am Thank You....Miss him dearly already!     .....   Bella
1,"Agenda for the day:go home,check computer,undress,play ddr till my legs hurt...oh yeah!!!! "
1,listening to lovesongs 
1,an then WHAM life was back to normal 
0,@emjaystar I have no chance-no sitter  Am thinking I would've really liked to go! The couple of tweeps I've met have been nice. U met any?
1,Watching push! 
1,i'm off of twitter for the time being? i'll talk to you all for sure on friday. 
0,I'm home! My sinuses are JACKED up!! 
1,"Even a blind squirrel finds an acorn now and then.  My blog, Ex Forensis, got picked up for syndication. "
1,@FredCollopy What would we do without the help of our tweeps 
1,@MariahCarey  My favourite of all time - Underneath the Stars 
1,"wow, I'm almost at 600 updates and I've only been on twitter for a little under three months. I really must not have a life "
1,@donnyyap I thought S King writes horror? &quot;Horror&quot; is not what comes to mind when I &quot;read&quot; this new book / turn the pages! 
1,Good Luck with your Exams  xx
1,"Book is re-stocked and able to be shipped from Amazon.com, Barnes and Noble.com and Greenwood.com- back in action "
1,@janora79 nice.    Enjoy the day... I'll be stuck inside writing a 25 page paper which I managed to put off all day yesterday.
1,vocab = torture. someone wanna doo it for me? 
1,Anyone head out to see any movies this weekend? Fill me in on your reviews  We saw 'The Haunting in Connecticut' = disturbing.
1,Got up an hour early to take a shower and get some cleaning done... Now I'm sitting on the computer not being productive... oh well 
0,its too late..my feelings are bruised 
0,@yukichan1960 I hope they do another AAA. cons in Ã¦ÂÂ¥Ã¦ÂÂ¬ is too expensive 
0,Oh no... I forgot my curry sauce! I only have 4 chips left now 
0,@Unknown_Heather oh wow.. that's horrible  I wish I could drive or I would come over lol. I feel bad mooching rides all the time :/
1,"@agnsrms WOO HOO, kathleen! love her....kai wednesday is awesome!!  "
1,Go follow @L2Lapparel please and thank you! 
1,@Jonasbrothers we love you guys so much! Never forget that we will be here forever &amp; always 
0,Wish I was with my friends  instead in at home icing my shins
0,is really bored.. 
0,is thinking that @kayteemckibben should hurry up and come home from work already! 
1,@GStuedler Slowly can be good..I'm Taken it all in . I will be good to day 
0,my doggy ran away... hoping she will find her way home!   
0,@STAWPITemily  your two purty foar your camera.?
1,@gamingangel it is worth it just for Seattle - some marvelous disasters here 
0,Turn brings him his diamond flush and I'm left with 100 chips left 
0,Is off to work 
0,Playing piano for a little while because soon enough I will have to pack up my keyboard. 
1,@5ummer  Thanks ... flight was ok ... didn't get much sleep but got some rest back @ the hotel. Are you going to watch FA Cup tonight?
1,"@calitia I want to see some crazy camera comedy action from #E3, Jody. Maybe you could do a video blog "
1,I love twitter! 
0,"I'd rather stay awake, and stop dreamin...   "
1,just took a shower...about to read eclipse 
1,@the_magpie not this one 
0,ANND my bad mood is back!! 
1,I hope they understand her 
1,"@twitter in settings give users a txt input to paste pageviews code; cause like blogging sites let users have stats, microblogging shud 2 "
0,Doesnt fuckin feel good wants to go home 
0,@thejennyrae for real! I don't think my plan expires till november  its so beat.
1,"Finally finished CUT, CROP, &amp; DIE. My first mystery in a long time, the book was great! Definitely recommend for the summer. "
0,My tysons date bailed...  any takers?
1,@addie_c haha but we still love them 
1,Have you got experience from using ICT to help reduce student dropout &amp;/or disengagement?Have University Prof who'd like to talk to you 
1,"@DANgreenham good morning Dan, Snap I am over at the gallery in Truro today - have a great day my friend "
0,I would have visited @abhifire's place in jaipur if only i had some more time in the tour 
0,@JBARSODMG The Cavs did 
1,@TDFNYC hey no prob...always behind u! 
0,My teas gone cold 
0,"BNP so far have nearly 7% of the vote  Turn out so far 35%, although that's only over two regions."
0,ahh its raining  I want the summer weather!!
0,"@hivebrain oh no! I've heard it's not 100 at a time, but 100 forever including any you deleted.  See if Apple can help?"
1,Looks like every1 had sushi tonight except for me!  I had a bowl of Frosted Flakes 4 dinner hehe 
1,Sold $GM and $SLV. It was a good ride 
1,in southold.. getting pizza and seeing night in the museum 2 with the grandparents tonight haha 
0,"@sinclairexoh ugh no! i have so many projects and tons &amp; tons of homework, plus studying for finals "
0,omg i realy can't sleep ughh 
0,@TheePrivileged I really hate I can't update with my jailbroken iPhone! 
1,@heidimontag Ur Are The Most Stunning Girl On This Planet &amp; I Love You! &lt;3  Its Skye By The Way From Australia I Called You Yesterday
0,@BrittGoosie the fuck?! You kidding me?! They're obviously dicks of a doctor then! 
1,@Patti0713 please dont cut it too short. no grandma looks 
1,@KiserSoSay lol well u kno sometimes u just got to use certain words to get a point across 
1,@allaboutjones i'm about a 88 I need my ice cold coke and my contacts then Ill be @ 119 owwww 
1,@billyraycyrus better yet...you and tish best parents award 2009 
1,"Looking forward to a day in the sun &amp; watching #darraghchute  And then off to @thecatlaughs - what a day, woo!"
1,@zapamna Ah okay thx  but she said that or not??? he is always with her?!
1,@MATTHARDYBRAND &quot;Matt is very much into food&quot; 
1,At &quot;Flying Saucer&quot; getting a pint.. Brought my buddy Otis 
0,alana never came over   have dance then 2 hours of gym....
0,Stupid Neighbours is making me sniffle 
0,@tania_lx I don't think so. No pictures yet or any mention of it.  Where are they???
1,working a wedding from 2-10ish tonight at workkkk...  then deannas houseeee &lt;33333333333
0,@joeymcintyre i will only be there if u bring me..sorry i cant come show the love...  
0,@antgalvin Hate that 
0,Crazy great show to end an insanely amazing week. wish it wasnt coming to an end. 
0,Nikole's &quot;Magic Trick&quot; Is Still On My Hand. And It Hurts 
1,"@bs10064  I think they're great, gonna download some later thanks for the recomendation "
0,"Fuuuuck, not a great effort on the assignment. Gonna have to go into overdrive for exams "
0,@stoneywayne 2 to 4am was the time I felt miserable the most 
1,"Got the boys layed down, now waitin for hubby "
0,"@Dannymcfly @dougiemcfly Hope you two aren't too hungover, my sympathys if you are "
1,just had had her glasses.. 
1,Heading back home from serdang now. Wonderful+delicious dinner we had today 
1,"I think she missed sleeping with me too, cause she's purring like crazy  haha. don't make fun of me cause I twitter about my cat! "
1,"@lovevoltage - nooooope  - I misss yous more . IM me on aim hoe &lt;3 , I just IM'D you ."
1,"@2_sports Lol my post wasnt sports related, Badminton Badminton Badminton "
0,just finished putting together my last piece of furniture. A piece is on upside down and I cut my arm. 
0,"now im gonna put my honda up for sale, then my nissan... "
0, i wish you had your phone &lt;3 i can send you emails from my phone if you give me your address
1,@kariljohnson I always quote you.  I only put your inapproriate quotes on FB.  
1,@alasala1 that sounds cool 
0,Eb. Player's guide out today. My amazon order hasn't left the warehouse yet.  friday at earliest.  #dnd
1,Good ass SEPTA nap... 
0,Ohh my swimming trunks got caught on a sea rock and ripped. 
1,im so0 happy that i cnt take off the smiLe out of my face..  feeLs g0od wen ur inLove.
0,Police came to inspect the burglary.. need to leave potential traces till the morning - but wanna clean up the damn mess in my apt!! 
0,Cannot wait for my trip to the US only 7 months to go 
0,Sad to see @Malarkey has got rid of the mullet 
1,Lose Fat Now  http://bit.ly/3lqCI
1,@SelGomezPassion ur welcome  ! wii now u have 88 followers  ! i hope u get 100! fine and u  ?
1,@AngieWarren Oh I am glad it helped to turn things around 
0,i hit my head earlier n it still hurts 
0,Wishing that I didn't have to work all day 
0,espn is showing the Georgia/Kentucky game from last year. I had forgotten how heartbreaking it was 
0,@jellybabyyyy that taco bell last night was horrible! No sour cream and the rice had a clump of seasoning in it  i might get waffle house
0,@Shontelle_Layne Why don't you go on facebook anymore?.. miss yaaa 
1,@Baaheeyaah im so glad you got the job  aw thanks i hope to find one soon. no i dont think iv heard of it wat is it? lol
1,at lea housee for her moms &quot;early&quot; bday. but having an awsomee timee. 
0,Heading to London. So hot today! Wish I was wearing a dress/skirt but I daren't not knowing tomorrow or Wednesday's weather 
0,@tegan753 sweet ! i wish i bought that neon one 
1,"@kirstiealley Ah, Coventina is perfect. Good vibes for your water project! "
0,@robertitov http://twitpic.com/6rs11 - AWE!!! I want to go see her but I'm sick. 
1,@_Brandee we do screenprinting. the best in the country. WOuld love to bring you on 
0,aw am lonly  oh well
1,Hi 6am. I haven't even slept yet. I got side tracked online... Seriously going to bed now. Good morninggg! 
1,@mo3aser Awesome 
1,@RAWRjaymee rain is a bit heavy eh lol 
1,@carmadee gurl im an insomniac haha. i do my best work at night. but u should be sleep so u can get ur beauty rest for ur big day! 
1,Aww Sage sent me flowers 
1,"@tommcfly Tom, please say HOLA MEXICO just a once please "
1,"Just got out of the shower  I was falling asleep it was funny. Ahaha. Well time for bed , goodnight tweeters (:"
0,they're leaving tomorrow and i'm nostalgic. I want it all again  Ã¢ÂÂ« http://blip.fm/~7ighg
1,@LMarle great pick on the projects!  Tonight was a solllid night in the gym for me as well 
0,just bit my tongue 
0,no bingos on my lotteries 
0,"@urboyxander -- haha. yeah, it is. but I haven't seen it in any stores. I've looked at Walmart, CVS, Walgreens &amp; have yet to find it. "
0,only one week &amp; 4 days left here  i dont want to leave !
0,wait why when i reply to some1 does it show up as my new status? i dont like that.  i think fb is better.
0,@Onei73 LOL we're tryin to figure out what to get into next. I think that @jb3music is done w his set at Fletcher's so I'm sad  LOL
0,Getting ready for my cousins grad dinner.. But I'm sick... 
0,Just bought cute buttons from Johnny Cupcakes. Such a fun store. Finally got to see it. Tarina's store was closed. 
0,"$15 on pump 10, please. "
0,wishes her classes started at like 11 everyday.  http://plurk.com/p/132jhc
0,lovely denim tube corset. pricy but lovely! me wannnt!  i'm like in love in corsets lol
1,"@jpSanPedro packing packing packing london, fly soon. is london ready for brit?! "
0,Why does it always rain in England? 
1,enjoyed seeing @msiega in my hometown while he directed dexter. badass w/ butterscotch  xx
1,ZTecWiz bought mIRC for $10 
0,@jessicastanely me too 
0,my sunburn hurts sooo bad.....   sunscreen will def be put on next time.
1,I bought Soul Eater Evans' headband last night. 
0,@tissuerose Is it safe? I'm scared my lappie got virus 
1,@AngelSmit Oh the terrible life of a housewife 
1,@manishpolitix thanks so much appreciate the support 
0,"hmmmm, looks like it might be waterproofs weather on saturday for the concert "
1,@nickjonas_JB Hey Nick  Made a Twitter?
1,Watchin family guy until I dose off. Good Night Loves 
1,Dream of something sweet tonite... Wake up with a positive attitude n be happy to have this life. 
0,"@rickofawesome @T_Diggety yay to u guys having a great time, so bummed that I didn't make it "
1,"@riccwebb Thanks heavens you don't work camera for a living  . I love that little expletive, but dude, whose blood... http://post.ly/mHD"
0,@streetanchor I have just asked them the same thing. Mine was a cheapest delivery option.lol. so they don't give a tracking number for i 
0,@AlgorithmFundFX that's not good 
1,@KrisAllenmusic You did GREAT on AI Kris and you deserve the title! Hope you are getting some rest now...take care. 
1,@justinchronicle 'real' means &quot;Existence&quot;  like..'How much can you close with yourself?'
0,hates stupid huge flies! I just got bit by one!  Ouchies!
0,@Jerzgirl1 Its raining here too so sick of it!!   I want the sun dammit!!
1,"@DanWhitley heck, I feel left out by the kitty "
1,@jaecka there will be surprise if you do it  lol
0,http://twitpic.com/8d1e0 - Final resting place of the slide in the park near my house. 
1,Chillin at a bbq gettin my drink on 
0,now im cleaning my room and im hating every moment of it 
0,The weather is so gray. Depressing!! Have again a headache 
0,@spiderweb55 How many times have we had the gross James and Susan/Daisy discussion?I'm goin to flood you with Jammy vids if you dont stop 
1,have you seen the physics guy rap? AH! tooo hilarrious. youtube it 
1,OMG OMG OMG new moon is going to be amazing!!!! gooooooooosh can't wait for the movie to come out 
0,@flipchild that's right! Did u sing too?they don't do that anymore. 
0,"Working on art.  God, dammit, I hate Mr Cho's insanely boring assignments.  HATE them.  I'm SO far behind now too "
0,Omg this time 2mrw night i will have school 2mrw 
1,@LizLieu Good luck Liz !  
0,"sitting at home, watching Jeremy Kyle and bored! "
0,my sisters kitten is crazy! it attacks anything that moves lol even my finger when i was asleep lol :@ made me bleed it did lol 
1,"@DonnieWahlberg NO ONE has better fans baby! U know it, we know, they know it! hehe Can't wait 2 c u Thursday in PITTSBURGH! hehe "
0,I am so so so so so bored of studying  REALLY... anyone got any other ideas than studying?
0,@alltime_amanda i don't want you to graduate! 
1,On the bright side bradley came back!! I missed him 
0,Please pray for my family as my grandpa passed away today. 
1,goodnight 
0,Is on the couch with a much needed glass of wine...Back to the office tomorrow am though 
0,"@princess__mina Same, I've got an exam on Tuesday and Thursday "
1,"@JRiley21 yay Lakers! I'm sure you are very happy for when your team wins, it feels like you have won. "
1,@zivity not exactly.Actually I'd call them &quot;jupe-culotte&quot;. 
0,"@Peckinpaw hmm, interesting, but unlikely. Good convo tho. I hope to launch my own webcomic in 2010 but no clue how to profit from it. "
0,empty....so empty 
1,@JustAliceCullen irl. Just wondering.. Cause I do 
0,@MCRmuffin can you get on gmail? or can we dm tomorrow? im on my phone 
1,@DiBorno I'm not even sure yet lol. I wanted to go to the Lumious festival but am waiting for it to stop raining lol! Maybe a movie 
0,i hate sleeping alone 
1,my parents just gave me my grad pressent early it's a Bose iPod speaker thing. I have wanted that for weeks  &lt;3
0,going out soon so no more twitter till i get home 
1,did you want to know that? 
0,Just made the mistake of trying to use up some of the &quot;other&quot; coffee in the cupboard...one I will NOT be repeating 
1,@farewellflight &quot;Best month of our lives&quot;...that's a lie and you know it! don't make me get my claendar out and start listing dates! 
1,@SteveGarufi  Nite Nite  Enjoy your sunday!  God bless! Will chat soon! Take care!
0,@DavidArchie my username is spongebob3215 pls follow me coz i don't have any followers 
1,home from school ... got dance class soon 
1,"And I am on my way to perfect happiness  No idea when I'll be home, sometime tonight ^^ &lt;3"
1,@isAMare Good morning to you too. 
1,@nickjonas Have a safe flight guys! We can't wait for you to get back. 
0,"Morning all. Eyes like pee holes In the snow this morning, hayfever's bad, its a boring stupid affliction. "
1,Watching the first harry potter.  so good!The only problem is the get kinda bad towards the end when they start fighting with the bad guys
1,"@jonpeahl No, I didn't go... just driving by "
1,@iro_ny Morning 
0,Excuse me @btubquiz - can has interesting question please? Afternoon = bleh  [*nudge nudge* @lexiphanic]
1,@aussiecynic LOL #yourock 
1,Kasabian on Jools Holland as well 
1,@zoziekins  thank you. i appreciate all hugs. i am (slowly) writing a reply to your email.
0,I JUST MISSED THE NEW MOON SNEAK PEAK! AH DAMN 
0,"@josiebennett Re: Sims 3. Does yours work ok, i bought it yesterday and my comp crashes everytime i try to play it "
1,"Is fortunate to have an amazing boyfriend, great mom and some fantastic friends. You know who you are so thanks  #fb"
0,My hubby won't let me get a 24&quot; full hd monitor for my computer! 
0,"Just got done with a funeral was at same place as my dad's, i barely made it through. "
1,@leighblackall  Dunedin is such a great place to be  - where else can you ski in town?
0,@_makkura_ What the hell... is he going to try to take it back? 
